instant,dateday,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,count,windspeed_category
166,2011-01-08,Spring,2011,January,4,Non-Holiday,Saturday,Weekend/Holiday,Light Precipitation,7.38,9.85,55.00000000000001,11.0014,0,1,1,Low Wind
167,2011-01-08,Spring,2011,January,5,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,6.5600000000000005,8.334999999999999,74.0,11.0014,0,5,5,Low Wind
168,2011-01-08,Spring,2011,January,6,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,6.5600000000000005,8.334999999999999,74.0,11.0014,0,2,2,Low Wind
169,2011-01-08,Spring,2011,January,7,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,6.5600000000000005,9.09,74.0,7.0015,1,8,9,Low Wind
170,2011-01-08,Spring,2011,January,8,Non-Holiday,Saturday,Weekend/Holiday,Light Precipitation,6.5600000000000005,9.09,93.0,7.0015,0,15,15,Low Wind
171,2011-01-08,Spring,2011,January,9,Non-Holiday,Saturday,Weekend/Holiday,Light Precipitation,6.5600000000000005,9.09,93.0,7.0015,0,20,20,Low Wind
172,2011-01-08,Spring,2011,January,10,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,7.38,9.85,80.0,11.0014,5,56,61,Low Wind
173,2011-01-08,Spring,2011,January,11,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,8.200000000000001,9.09,69.0,26.0027,2,60,62,Medium Wind
174,2011-01-08,Spring,2011,January,12,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,8.200000000000001,9.09,59.0,23.9994,8,90,98,Medium Wind
175,2011-01-08,Spring,2011,January,13,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,8.200000000000001,9.09,44.0,22.0028,7,95,102,Medium Wind
176,2011-01-08,Spring,2011,January,14,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,8.200000000000001,8.334999999999999,32.0,32.9975,12,83,95,High Wind
177,2011-01-08,Spring,2011,January,15,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,8.200000000000001,8.334999999999999,32.0,30.002599999999997,5,69,74,High Wind
178,2011-01-08,Spring,2011,January,16,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,7.38,6.819999999999999,28.999999999999996,30.002599999999997,8,68,76,High Wind
179,2011-01-08,Spring,2011,January,17,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,6.5600000000000005,6.0600000000000005,37.0,36.9974,5,64,69,High Wind
180,2011-01-08,Spring,2011,January,18,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,5.74,6.0600000000000005,39.0,19.999499999999998,3,52,55,Medium Wind
181,2011-01-08,Spring,2011,January,19,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,5.74,6.0600000000000005,36.0,16.997899999999998,4,26,30,Medium Wind
182,2011-01-08,Spring,2011,January,20,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,4.92,6.0600000000000005,36.0,16.997899999999998,0,28,28,Medium Wind
183,2011-01-08,Spring,2011,January,21,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,4.92,5.305,39.0,23.9994,2,35,37,Medium Wind
184,2011-01-08,Spring,2011,January,22,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,4.92,5.305,36.0,26.0027,1,33,34,Medium Wind
185,2011-01-08,Spring,2011,January,23,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,4.1000000000000005,3.0300000000000002,39.0,30.002599999999997,0,22,22,High Wind
186,2011-01-09,Spring,2011,January,0,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,4.1000000000000005,3.7900000000000005,42.0,26.0027,1,24,25,Medium Wind
187,2011-01-09,Spring,2011,January,1,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,4.1000000000000005,3.0300000000000002,42.0,31.0009,0,12,12,High Wind
188,2011-01-09,Spring,2011,January,2,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,4.1000000000000005,3.0300000000000002,46.0,31.0009,0,11,11,High Wind
189,2011-01-09,Spring,2011,January,3,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,4.1000000000000005,3.7900000000000005,46.0,27.999299999999998,0,4,4,Medium Wind
190,2011-01-09,Spring,2011,January,4,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,3.2800000000000002,4.545,53.0,12.998000000000001,0,1,1,Low Wind
191,2011-01-09,Spring,2011,January,5,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,3.2800000000000002,4.545,53.0,12.998000000000001,0,1,1,Low Wind
192,2011-01-09,Spring,2011,January,6,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,4.1000000000000005,4.545,49.0,19.0012,0,1,1,Medium Wind
193,2011-01-09,Spring,2011,January,7,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,3.2800000000000002,4.545,53.0,12.998000000000001,1,5,6,Low Wind
194,2011-01-09,Spring,2011,January,8,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,4.1000000000000005,4.545,49.0,19.0012,0,10,10,Medium Wind
195,2011-01-09,Spring,2011,January,9,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,4.92,3.7900000000000005,46.0,35.0008,0,19,19,High Wind
196,2011-01-09,Spring,2011,January,10,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.74,5.305,43.0,26.0027,0,49,49,Medium Wind
197,2011-01-09,Spring,2011,January,11,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,6.5600000000000005,6.0600000000000005,40.0,35.0008,2,47,49,High Wind
198,2011-01-09,Spring,2011,January,12,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,7.38,6.819999999999999,37.0,30.002599999999997,4,79,83,High Wind
199,2011-01-09,Spring,2011,January,13,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,8.200000000000001,8.334999999999999,34.0,30.002599999999997,6,69,75,High Wind
200,2011-01-09,Spring,2011,January,14,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.02,9.09,32.0,31.0009,8,64,72,High Wind
201,2011-01-09,Spring,2011,January,15,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.02,9.85,35.0,23.9994,5,77,82,Medium Wind
202,2011-01-09,Spring,2011,January,16,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,8.200000000000001,8.334999999999999,34.0,30.002599999999997,13,79,92,High Wind
203,2011-01-09,Spring,2011,January,17,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,7.38,7.575,37.0,26.0027,3,59,62,Medium Wind
204,2011-01-09,Spring,2011,January,18,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,6.5600000000000005,6.819999999999999,40.0,22.0028,4,44,48,Medium Wind
205,2011-01-09,Spring,2011,January,19,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,6.5600000000000005,6.819999999999999,43.0,22.0028,1,40,41,Medium Wind
206,2011-01-09,Spring,2011,January,20,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.74,6.0600000000000005,46.0,16.997899999999998,0,38,38,Medium Wind
207,2011-01-09,Spring,2011,January,21,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.74,5.305,46.0,27.999299999999998,1,19,20,Medium Wind
208,2011-01-09,Spring,2011,January,22,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,5.74,6.0600000000000005,46.0,19.999499999999998,5,10,15,Medium Wind
209,2011-01-09,Spring,2011,January,23,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,4.92,6.819999999999999,50.0,12.998000000000001,0,6,6,Low Wind
210,2011-01-10,Spring,2011,January,0,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,4.92,6.0600000000000005,50.0,19.0012,2,3,5,Medium Wind
211,2011-01-10,Spring,2011,January,1,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,4.92,6.0600000000000005,50.0,19.0012,1,0,1,Medium Wind
212,2011-01-10,Spring,2011,January,2,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,4.92,6.0600000000000005,50.0,15.001299999999999,0,3,3,Medium Wind
213,2011-01-10,Spring,2011,January,3,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,4.92,6.0600000000000005,50.0,15.001299999999999,0,1,1,Medium Wind
214,2011-01-10,Spring,2011,January,4,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,4.1000000000000005,6.0600000000000005,54.0,8.9981,1,2,3,Low Wind
215,2011-01-10,Spring,2011,January,5,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,4.1000000000000005,5.305,54.0,16.997899999999998,0,3,3,Medium Wind
216,2011-01-10,Spring,2011,January,6,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,4.92,6.0600000000000005,50.0,19.0012,0,31,31,Medium Wind
217,2011-01-10,Spring,2011,January,7,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,4.92,6.0600000000000005,50.0,15.001299999999999,2,75,77,Medium Wind
218,2011-01-10,Spring,2011,January,8,Non-Holiday,Monday,Working Day,Misty/Cloudy,4.92,6.0600000000000005,50.0,19.0012,4,184,188,Medium Wind
219,2011-01-10,Spring,2011,January,9,Non-Holiday,Monday,Working Day,Misty/Cloudy,5.74,6.0600000000000005,50.0,16.997899999999998,2,92,94,Medium Wind
220,2011-01-10,Spring,2011,January,10,Non-Holiday,Monday,Working Day,Misty/Cloudy,5.74,6.0600000000000005,50.0,19.999499999999998,0,31,31,Medium Wind
221,2011-01-10,Spring,2011,January,11,Non-Holiday,Monday,Working Day,Misty/Cloudy,6.5600000000000005,6.819999999999999,47.0,19.0012,2,28,30,Medium Wind
222,2011-01-10,Spring,2011,January,12,Non-Holiday,Monday,Working Day,Misty/Cloudy,8.200000000000001,9.09,40.0,19.0012,5,47,52,Medium Wind
223,2011-01-10,Spring,2011,January,13,Non-Holiday,Monday,Working Day,Misty/Cloudy,8.200000000000001,9.09,40.0,19.0012,4,50,54,Medium Wind
224,2011-01-10,Spring,2011,January,14,Non-Holiday,Monday,Working Day,Misty/Cloudy,8.200000000000001,9.85,40.0,15.001299999999999,0,47,47,Medium Wind
225,2011-01-10,Spring,2011,January,15,Non-Holiday,Monday,Working Day,Misty/Cloudy,8.200000000000001,9.85,40.0,15.001299999999999,2,43,45,Medium Wind
226,2011-01-10,Spring,2011,January,16,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,8.200000000000001,10.605,40.0,8.9981,4,70,74,Low Wind
227,2011-01-10,Spring,2011,January,17,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,8.200000000000001,11.365,40.0,7.0015,4,174,178,Low Wind
228,2011-01-10,Spring,2011,January,18,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,8.200000000000001,9.85,40.0,15.001299999999999,1,154,155,Medium Wind
229,2011-01-10,Spring,2011,January,19,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,6.5600000000000005,8.334999999999999,47.0,11.0014,3,92,95,Low Wind
230,2011-01-10,Spring,2011,January,20,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,6.5600000000000005,8.334999999999999,50.0,11.0014,1,73,74,Low Wind
231,2011-01-10,Spring,2011,January,21,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,5.74,6.819999999999999,59.0,12.998000000000001,1,37,38,Low Wind
232,2011-01-10,Spring,2011,January,22,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,5.74,7.575,59.0,11.0014,2,22,24,Low Wind
233,2011-01-10,Spring,2011,January,23,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,5.74,7.575,59.0,11.0014,0,18,18,Low Wind
234,2011-01-11,Spring,2011,January,0,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,5.74,8.334999999999999,59.0,7.0015,2,10,12,Low Wind
235,2011-01-11,Spring,2011,January,1,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,5.74,7.575,59.0,11.0014,0,3,3,Low Wind
236,2011-01-11,Spring,2011,January,2,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,6.5600000000000005,7.575,55.00000000000001,12.998000000000001,0,3,3,Low Wind
237,2011-01-11,Spring,2011,January,5,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,6.5600000000000005,9.09,55.00000000000001,8.9981,0,6,6,Low Wind
238,2011-01-11,Spring,2011,January,6,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,6.5600000000000005,9.09,55.00000000000001,8.9981,0,27,27,Low Wind
239,2011-01-11,Spring,2011,January,7,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,6.5600000000000005,11.365,55.00000000000001,0.0,2,97,99,
240,2011-01-11,Spring,2011,January,8,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,7.38,10.605,51.0,6.0032,3,214,217,Low Wind
241,2011-01-11,Spring,2011,January,9,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,7.38,9.85,51.0,11.0014,3,127,130,Low Wind
242,2011-01-11,Spring,2011,January,10,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,8.200000000000001,10.605,51.0,11.0014,3,51,54,Low Wind
243,2011-01-11,Spring,2011,January,11,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,8.200000000000001,10.605,47.0,8.9981,4,31,35,Low Wind
244,2011-01-11,Spring,2011,January,12,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,8.200000000000001,11.365,51.0,7.0015,2,55,57,Low Wind
245,2011-01-11,Spring,2011,January,13,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,8.200000000000001,11.365,59.0,6.0032,6,46,52,Low Wind
246,2011-01-11,Spring,2011,January,14,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,8.200000000000001,11.365,59.0,6.0032,3,60,63,Low Wind
247,2011-01-11,Spring,2011,January,15,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,6.5600000000000005,9.85,80.0,6.0032,2,45,47,Low Wind
248,2011-01-11,Spring,2011,January,16,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,6.5600000000000005,7.575,86.0,15.001299999999999,4,72,76,Medium Wind
249,2011-01-11,Spring,2011,January,17,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,6.5600000000000005,7.575,86.0,15.001299999999999,6,130,136,Medium Wind
250,2011-01-11,Spring,2011,January,18,Non-Holiday,Tuesday,Working Day,Light Precipitation,6.5600000000000005,9.09,93.0,7.0015,1,94,95,Low Wind
251,2011-01-11,Spring,2011,January,19,Non-Holiday,Tuesday,Working Day,Light Precipitation,6.5600000000000005,11.365,93.0,0.0,0,51,51,
252,2011-01-11,Spring,2011,January,20,Non-Holiday,Tuesday,Working Day,Light Precipitation,6.5600000000000005,7.575,93.0,12.998000000000001,0,32,32,Low Wind
253,2011-01-11,Spring,2011,January,21,Non-Holiday,Tuesday,Working Day,Light Precipitation,6.5600000000000005,9.85,86.0,6.0032,0,20,20,Low Wind
254,2011-01-11,Spring,2011,January,22,Non-Holiday,Tuesday,Working Day,Light Precipitation,6.5600000000000005,9.09,93.0,7.0015,1,28,29,Low Wind
255,2011-01-11,Spring,2011,January,23,Non-Holiday,Tuesday,Working Day,Light Precipitation,6.5600000000000005,9.85,93.0,6.0032,1,18,19,Low Wind
256,2011-01-12,Spring,2011,January,0,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,6.5600000000000005,9.85,86.0,6.0032,0,7,7,Low Wind
257,2011-01-12,Spring,2011,January,1,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,6.5600000000000005,9.09,86.0,7.0015,0,6,6,Low Wind
258,2011-01-12,Spring,2011,January,2,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,5.74,7.575,86.0,8.9981,0,1,1,Low Wind
259,2011-01-12,Spring,2011,January,5,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,5.74,7.575,86.0,11.0014,0,5,5,Low Wind
260,2011-01-12,Spring,2011,January,6,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,4.92,7.575,93.0,8.9981,0,16,16,Low Wind
261,2011-01-12,Spring,2011,January,7,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,5.74,7.575,69.0,8.9981,0,54,54,Low Wind
262,2011-01-12,Spring,2011,January,8,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,6.5600000000000005,8.334999999999999,59.0,11.0014,3,125,128,Low Wind
263,2011-01-12,Spring,2011,January,9,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,6.5600000000000005,6.819999999999999,59.0,22.0028,3,78,81,Medium Wind
264,2011-01-12,Spring,2011,January,10,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,7.38,9.09,55.00000000000001,15.001299999999999,0,39,39,Medium Wind
265,2011-01-12,Spring,2011,January,11,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,8.200000000000001,9.09,51.0,26.0027,3,32,35,Medium Wind
266,2011-01-12,Spring,2011,January,12,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,8.200000000000001,7.575,47.0,39.000699999999995,3,52,55,High Wind
267,2011-01-12,Spring,2011,January,13,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,9.02,9.85,44.0,23.9994,0,49,49,Medium Wind
268,2011-01-12,Spring,2011,January,14,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,8.200000000000001,9.09,47.0,22.0028,0,44,44,Medium Wind
269,2011-01-12,Spring,2011,January,15,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,8.200000000000001,8.334999999999999,47.0,27.999299999999998,1,48,49,Medium Wind
270,2011-01-12,Spring,2011,January,16,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,9.02,9.85,44.0,22.0028,5,63,68,Medium Wind
271,2011-01-12,Spring,2011,January,17,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,8.200000000000001,9.09,47.0,23.9994,0,139,139,Medium Wind
272,2011-01-12,Spring,2011,January,18,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,8.200000000000001,7.575,47.0,35.0008,2,135,137,High Wind
273,2011-01-12,Spring,2011,January,19,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,7.38,7.575,47.0,27.999299999999998,1,82,83,Medium Wind
274,2011-01-12,Spring,2011,January,20,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,6.5600000000000005,6.819999999999999,50.0,22.0028,2,54,56,Medium Wind
275,2011-01-12,Spring,2011,January,21,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,6.5600000000000005,6.819999999999999,55.00000000000001,22.0028,0,57,57,Medium Wind
276,2011-01-12,Spring,2011,January,22,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,6.5600000000000005,6.0600000000000005,55.00000000000001,30.002599999999997,1,32,33,High Wind
277,2011-01-12,Spring,2011,January,23,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,5.74,5.305,59.0,27.999299999999998,1,19,20,Medium Wind
278,2011-01-13,Spring,2011,January,0,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,5.74,6.0600000000000005,59.0,19.0012,1,6,7,Medium Wind
279,2011-01-13,Spring,2011,January,1,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,5.74,6.0600000000000005,50.0,19.0012,0,2,2,Medium Wind
280,2011-01-13,Spring,2011,January,2,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,5.74,6.0600000000000005,50.0,23.9994,0,2,2,Medium Wind
281,2011-01-13,Spring,2011,January,3,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,5.74,6.0600000000000005,50.0,22.0028,0,3,3,Medium Wind
282,2011-01-13,Spring,2011,January,4,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,5.74,6.0600000000000005,50.0,16.997899999999998,0,4,4,Medium Wind
283,2011-01-13,Spring,2011,January,5,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,5.74,6.0600000000000005,50.0,19.999499999999998,0,3,3,Medium Wind
284,2011-01-13,Spring,2011,January,6,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,4.92,7.575,54.0,8.9981,0,28,28,Low Wind
285,2011-01-13,Spring,2011,January,7,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,4.92,7.575,54.0,8.9981,0,72,72,Low Wind
286,2011-01-13,Spring,2011,January,8,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,5.74,6.819999999999999,50.0,12.998000000000001,5,197,202,Low Wind
287,2011-01-13,Spring,2011,January,9,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,5.74,6.0600000000000005,50.0,22.0028,2,137,139,Medium Wind
288,2011-01-13,Spring,2011,January,10,Non-Holiday,Thursday,Working Day,Misty/Cloudy,6.5600000000000005,6.819999999999999,50.0,23.9994,2,36,38,Medium Wind
289,2011-01-13,Spring,2011,January,11,Non-Holiday,Thursday,Working Day,Misty/Cloudy,8.200000000000001,8.334999999999999,44.0,30.002599999999997,4,33,37,High Wind
290,2011-01-13,Spring,2011,January,12,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,8.200000000000001,8.334999999999999,44.0,27.999299999999998,3,49,52,Medium Wind
291,2011-01-13,Spring,2011,January,13,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,9.02,9.85,41.0,30.002599999999997,2,81,83,High Wind
292,2011-01-13,Spring,2011,January,14,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,9.02,9.85,41.0,26.0027,3,39,42,Medium Wind
293,2011-01-13,Spring,2011,January,15,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,9.84,10.605,38.0,19.999499999999998,5,55,60,Medium Wind
294,2011-01-13,Spring,2011,January,16,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,9.84,10.605,38.0,23.9994,2,76,78,Medium Wind
295,2011-01-13,Spring,2011,January,17,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,8.200000000000001,9.09,40.0,19.0012,4,158,162,Medium Wind
296,2011-01-13,Spring,2011,January,18,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,8.200000000000001,9.09,40.0,22.0028,3,141,144,Medium Wind
297,2011-01-13,Spring,2011,January,19,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,6.5600000000000005,7.575,47.0,16.997899999999998,1,98,99,Medium Wind
298,2011-01-13,Spring,2011,January,20,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,6.5600000000000005,7.575,47.0,15.001299999999999,0,64,64,Medium Wind
299,2011-01-13,Spring,2011,January,21,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,5.74,6.0600000000000005,46.0,19.999499999999998,0,40,40,Medium Wind
300,2011-01-13,Spring,2011,January,22,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,5.74,6.0600000000000005,46.0,22.0028,0,30,30,Medium Wind
301,2011-01-13,Spring,2011,January,23,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,4.92,6.819999999999999,50.0,12.998000000000001,1,14,15,Low Wind
302,2011-01-14,Spring,2011,January,0,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,4.92,6.819999999999999,50.0,12.998000000000001,0,14,14,Low Wind
303,2011-01-14,Spring,2011,January,1,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,4.1000000000000005,6.0600000000000005,54.0,11.0014,0,5,5,Low Wind
304,2011-01-14,Spring,2011,January,2,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,4.1000000000000005,6.0600000000000005,54.0,8.9981,0,1,1,Low Wind
305,2011-01-14,Spring,2011,January,3,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,4.1000000000000005,6.819999999999999,54.0,7.0015,0,1,1,Low Wind
306,2011-01-14,Spring,2011,January,5,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,4.1000000000000005,6.819999999999999,54.0,6.0032,0,8,8,Low Wind
307,2011-01-14,Spring,2011,January,6,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,4.1000000000000005,9.09,54.0,0.0,0,17,17,
308,2011-01-14,Spring,2011,January,7,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,4.1000000000000005,6.0600000000000005,74.0,11.0014,0,70,70,Low Wind
